Timestamp,Date,Time,Choose Goat Name,Milk Weight,Is this a test day?,Comments
5/6/2025 18:29:07,5/6/2025,6:29: PM,Missy,2.6,No,
5/6/2025 18:51:30,5/6/2025,6:51: PM,Cocoa,2.1,No,
5/6/2025 19:45:41,5/6/2025,7:45: PM,Katie,2.4,No,
5/6/2025 19:46:04,5/6/2025,7:46: PM,Patsy,1.7,No,
5/7/2025 7:09:53,5/7/2025,7:09: AM,Missy,2.5,No,
5/7/2025 7:28:16,5/7/2025,7:28: AM,Katie,2.4,No,
5/7/2025 7:42:10,5/7/2025,7:42: AM,Cocoa,2.1,No,
5/7/2025 18:31:10,5/7/2025,6:31: PM,Patsy,1.6,No,
5/7/2025 18:31:28,5/7/2025,6:31: PM,Cocoa,2.2,No,
5/7/2025 18:42:22,5/7/2025,6:42: PM,Katie,2.4,No,
5/7/2025 19:20:32,5/7/2025,7:20: PM,Patsy,1.6,No,
5/7/2025 19:22:28,5/7/2025,7:22: PM,Missy,2.8,No,
5/8/2025 6:55:18,5/8/2025,6:55: AM,Missy,2.6,No,
5/8/2025 18:44:45,5/8/2025,6:44: PM,Missy,2.6,No,
5/8/2025 18:45:10,5/8/2025,6:45: PM,Katie,2.3,No,
5/8/2025 18:45:58,5/8/2025,6:45: PM,Cocoa,2.2,No,
5/8/2025 18:46:26,5/8/2025,6:46: PM,Patsy,1.7,No,
5/8/2025 18:46:51,5/8/2025,6:46: PM,Missy,2.6,No,
5/8/2025 18:58:13,5/8/2025,6:58: PM,Cocoa,2.1,No,
5/8/2025 19:27:42,5/8/2025,7:27: PM,Katie,2.3,No,
5/8/2025 19:28:10,5/8/2025,7:28: PM,Patsy,1.8,No,
5/9/2025 7:35:26,5/9/2025,7:35: AM,Missy,2.5,No,
5/9/2025 7:36:12,5/9/2025,7:36: AM,Katie,2.3,No,
5/9/2025 7:36:38,5/9/2025,7:36: AM,Cocoa,2.2,No,
5/9/2025 18:55:52,5/9/2025,6:55: PM,Cocoa,2.2,No,
5/9/2025 19:03:55,5/9/2025,7:03: PM,Katie,2.2,No,
5/9/2025 19:37:25,5/9/2025,7:37: PM,Patsy,1.8,No,
5/9/2025 19:37:47,5/9/2025,7:37: PM,Missy,2.4,No,
5/10/2025 6:52:31,5/10/2025,6:52: AM,Missy,2.4,No,
5/10/2025 7:14:01,5/10/2025,7:14: AM,Katie,2.1,No,
5/10/2025 7:27:31,5/10/2025,7:27: AM,Cocoa,2.2,No,
5/10/2025 18:41:56,5/10/2025,6:41: PM,Patsy,1.4,No,
5/10/2025 18:42:38,5/10/2025,6:42: PM,Missy,2.7,No,
5/10/2025 18:59:32,5/10/2025,6:59: PM,Katie,2.2,No,
5/11/2025 6:56:13,5/11/2025,6:56: AM,Missy,2.5,No,
5/11/2025 7:13:56,5/11/2025,7:13: AM,Cocoa,2.2,No,
5/11/2025 7:25:32,5/11/2025,7:25: AM,Katie,2.0,No,
5/12/2025 7:57:53,5/12/2025,7:57: AM,Missy,2.5,No,
5/12/2025 7:58:33,5/12/2025,7:58: AM,Cocoa,2.2,No,
5/12/2025 7:59:10,5/12/2025,7:59: AM,Katie,2.1,No,
5/12/2025 7:59:31,5/12/2025,7:59: AM,Patsy,1.7,No,
5/13/2025 8:09:42,5/13/2025,8:09: AM,Missy,2.5,No,
5/13/2025 8:10:05,5/13/2025,8:10: AM,Katie,2.0,No,
5/13/2025 8:10:31,5/13/2025,8:10: AM,Cocoa,2.3,No,
5/13/2025 8:11:02,5/13/2025,8:11: AM,Patsy,1.7,No,
5/13/2025 18:51:04,5/13/2025,6:51: PM,Cocoa,2.3,No,
5/13/2025 18:51:25,5/13/2025,6:51: PM,Katie,1.9,No,
5/13/2025 19:20:33,5/13/2025,7:20: PM,Patsy,1.6,No,
5/13/2025 19:20:53,5/13/2025,7:20: PM,Missy,2.0,No,
5/14/2025 7:19:49,5/14/2025,7:19: AM,Missy,2.3,No,
5/14/2025 7:20:14,5/14/2025,7:20: AM,Katie,1.8,No,
5/14/2025 7:20:52,5/14/2025,7:20: AM,Cocoa,2.3,No,
5/14/2025 7:29:19,5/14/2025,7:29: AM,Patsy,1.5,No,
5/14/2025 18:59:52,5/14/2025,6:59: PM,Missy,2.8,No,
5/14/2025 19:00:15,5/14/2025,7:00: PM,Cocoa,2.3,No,
5/14/2025 19:07:36,5/14/2025,7:07: PM,Katie,1.9,No,
5/14/2025 19:14:04,5/14/2025,7:14: PM,Patsy,1.8,No,
5/15/2025 6:44:35,5/15/2025,6:44: AM,Missy,2.4,No,
5/15/2025 7:02:03,5/15/2025,7:02: AM,Cocoa,2.3,No,
5/15/2025 7:13:45,5/15/2025,7:13: AM,Katie,1.7,No,
5/15/2025 18:48:44,5/15/2025,6:48: PM,Missy,2.4,No,
5/15/2025 18:49:11,5/15/2025,6:49: PM,Cocoa,2.2,No,
5/16/2025 6:51:31,5/16/2025,6:51: AM,Missy,2.4,No,
,5/16/2025,6:51: PM,Missy,2.4,No,
5/16/2025 7:12:25,5/16/2025,7:12: AM,Cocoa,2.3,No,
,5/16/2025,7:12: PM,Cocoa,2.3,No,
5/16/2025 7:25:15,5/16/2025,7:25: AM,Katie,1.7,No,
,5/16/2025,7:25: PM,Katie,1.8,No,
5/16/2025 7:47:55,5/16/2025,7:47: AM,Patsy,1.7,No,
,5/16/2025,7:47: PM,Patsy,1.7,No,
5/17/2025 8:05:39,5/17/2025,8:05: AM,Missy,2.9,No,
,5/17/2025,8:05: PM,Missy,2.9,No,
5/17/2025 8:19:41,5/17/2025,8:19: AM,Cocoa,2.2,No,
,5/17/2025,8:19: PM,Cocoa,2.2,No,
5/17/2025 8:30:01,5/17/2025,8:30: AM,Katie,1.6,No,
,5/17/2025,8:30: PM,Katie,1.5,No,
5/17/2025 8:55:18,5/17/2025,8:55: AM,Patsy,1.7,No,
,5/17/2025,8:55: PM,Patsy,1.9,No,
5/18/2025 8:12:39,5/18/2025,8:12: AM,Missy,3.0,No,
,5/18/2025,8:12: PM,Missy,3.0,No,
5/18/2025 8:28:59,5/18/2025,8:28: AM,Cocoa,2.2,No,
,5/18/2025,8:28: PM,Cocoa,2.2,No,
5/18/2025 8:40:36,5/18/2025,8:40: AM,Katie,1.8,No,
,5/18/2025,8:40: PM,Katie,1.8,No,
5/18/2025 8:57:48,5/18/2025,8:57: AM,Patsy,1.3,No,
,5/18/2025,8:57: PM,Patsy,1.7,No,
5/19/2025 7:28:27,5/19/2025,7:28: AM,Katie,1.8,No,
,5/19/2025,7:28: PM,Katie,1.8,No,
5/19/2025 7:43:34,5/19/2025,7:43: AM,Patsy,1.8,No,
,5/19/2025,7:43: PM,Patsy,1.8,No,
5/19/2025 7:53:49,5/19/2025,7:53: AM,Cocoa,2.2,No,
,5/19/2025,7:53: PM,Cocoa,2.2,No,
5/19/2025 8:10:19,5/19/2025,8:10: AM,Missy,2.9,No,
,5/19/2025,8:10: PM,Missy,2.7,No,
5/20/2025 7:33:32,5/20/2025,7:33: AM,Missy,2.7,No,
,5/20/2025,7:33: PM,Missy,2.7,No,
5/20/2025 7:47:42,5/20/2025,7:47: AM,Cocoa,2.2,No,
,5/20/2025,7:47: PM,Cocoa,2.2,No,
5/20/2025 9:11:37,5/20/2025,9:11: AM,Katie,1.7,No,
,5/20/2025,9:11: PM,Katie,1.7,No,
5/20/2025 9:12:00,5/20/2025,9:12: AM,Patsy,1.4,No,
,5/20/2025,9:12: PM,Patsy,1.4,No,
5/21/2025 8:06:15,5/21/2025,8:06: AM,Missy,2.5,No,
,5/21/2025,8:06: PM,Missy,2.4,No,
5/21/2025 8:06:35,5/21/2025,8:06: AM,Katie,1.5,No,
,5/21/2025,8:06: PM,Katie,1.5,No,
5/21/2025 8:35:06,5/21/2025,8:35: AM,Patsy,1.1,No,
,5/21/2025,8:35: PM,Patsy,1.1,No,
5/21/2025 8:41:15,5/21/2025,8:41: AM,Cocoa,2.2,No,
,5/21/2025,8:41: PM,Cocoa,2.2,No,
5/22/2025 8:01:37,5/22/2025,8:01: AM,Katie,1.4,No,
,5/22/2025,8:01: PM,Katie,1.4,No,
5/22/2025 8:11:11,5/22/2025,8:11: AM,Cocoa,2.2,No,
,5/22/2025,8:11: PM,Cocoa,2.1,No,
5/23/2025 8:00:14,5/23/2025,8:00: AM,Missy,2.3,No,
,5/23/2025,8:00: PM,Missy,2.4,No,
5/23/2025 8:30:48,5/23/2025,8:30: AM,Cocoa,2.2,No,
,5/23/2025,8:30: PM,Cocoa,2.2,No,
5/23/2025 8:34:34,5/23/2025,8:34: AM,Katie,1.7,No,
,5/23/2025,8:34: PM,Katie,1.8,No,
5/23/2025 9:20:42,5/23/2025,9:20: AM,Patsy,1.0,No,
,5/23/2025,9:20: PM,Patsy,1.1,No,
5/24/2025 7:55:32,5/24/2025,7:55: AM,Missy,2.4,No,
,5/24/2025,7:55: PM,Missy,2.3,No,
5/24/2025 8:16:18,5/24/2025,8:16: AM,Cocoa,2.1,No,
,5/24/2025,8:16: PM,Cocoa,2.1,No,
5/24/2025 9:47:57,5/24/2025,9:47: AM,Katie,1.7,No,
,5/24/2025,9:47: PM,Katie,1.7,No,
5/24/2025 9:48:16,5/24/2025,9:48: AM,Patsy,1.2,No,
,5/24/2025,9:48: PM,Patsy,1.5,No,
5/25/2025 7:40:06,5/25/2025,7:40: AM,Missy,2.7,No,
,5/25/2025,7:40: PM,Missy,2.4,No,
5/25/2025 8:33:03,5/25/2025,8:33: AM,Cocoa,2.1,No,
,5/25/2025,8:33: PM,Cocoa,2.1,No,
5/25/2025 8:33:31,5/25/2025,8:33: AM,Katie,1.9,No,
,5/25/2025,8:33: PM,Katie,1.9,No,
5/25/2025 8:34:08,5/25/2025,8:34: AM,Patsy,1.4,No,
,5/25/2025,8:34: PM,Patsy,1.4,No,
5/26/2025 8:05:38,5/26/2025,8:05: AM,Missy,2.0,No,
,5/26/2025,8:05: PM,Missy,2.1,No,
5/26/2025 8:33:23,5/26/2025,8:33: AM,Cocoa,2.1,No,
,5/26/2025,8:33: PM,Cocoa,2.1,No,
5/26/2025 8:48:12,5/26/2025,8:48: AM,Katie,1.4,No,
,5/26/2025,8:48: PM,Katie,1.4,No,
5/26/2025 9:09:28,5/26/2025,9:09: AM,Patsy,1.4,No,
,5/26/2025,9:09: PM,Patsy,1.3,No,
5/27/2025 8:28:27,5/27/2025,8:28: AM,Missy,2.0,No,
,5/27/2025,8:28: PM,Missy,1.7,No,
5/27/2025 8:43:27,5/27/2025,8:43: AM,Cocoa,2.2,No,
,5/27/2025,8:43: PM,Cocoa,2.5,No,
5/27/2025 8:56:41,5/27/2025,8:56: AM,Katie,1.4,No,
,5/27/2025,8:56: PM,Katie,1.4,No,
5/27/2025 9:11:02,5/27/2025,9:11: AM,Patsy,1.4,No,
,5/27/2025,9:11: PM,Patsy,1.2,No,
5/28/2025 9:08:47,5/28/2025,9:08: AM,Missy,1.5,No,
,5/28/2025,9:08: PM,Missy,1.2,No,
5/28/2025 9:29:54,5/28/2025,9:29: AM,Cocoa,2.3,No,
,5/28/2025,9:29: PM,Cocoa,2.3,No,
5/28/2025 9:43:18,5/28/2025,9:43: AM,Katie,1.6,No,
,5/28/2025,9:43: PM,Katie,1.6,No,
5/28/2025 9:53:38,5/28/2025,9:53: AM,Patsy,1.0,No,
,5/28/2025,9:53: PM,Patsy,0.8,No,
5/29/2025 7:51:06,5/29/2025,7:51: AM,Missy,1.7,No,
,5/29/2025,7:51: PM,Missy,1.7,No,
5/29/2025 8:09:01,5/29/2025,8:09: AM,Katie,1.3,No,
,5/29/2025,8:09: PM,Katie,1.3,No,
5/29/2025 8:25:25,5/29/2025,8:25: AM,Cocoa,2.3,No,
,5/29/2025,8:25: PM,Cocoa,2.3,No,
5/29/2025 8:48:40,5/29/2025,8:48: AM,Patsy,0.8,No,
,5/29/2025,8:48: PM,Patsy,0.6,No,
5/30/2025 10:34:18,5/30/2025,10:34: AM,Missy,1.6,No,
,5/30/2025,10:34: PM,Missy,1.6,No,
5/30/2025 11:00:30,5/30/2025,11:00: AM,Cocoa,2.5,No,
,5/30/2025,11:00: PM,Cocoa,2.5,No,
5/30/2025 11:09:46,5/30/2025,11:09: AM,Missy,1.5,No,
,5/30/2025,11:09: PM,Missy,1.5,No,
5/31/2025 8:00:42,5/31/2025,8:00: AM,Missy,1.3,Yes,
,5/31/2025,8:00: PM,Missy,1.3,Yes,
5/31/2025 8:35:09,5/31/2025,8:35: AM,Katie,1.1,Yes,
,5/31/2025,8:35: PM,Katie,1.1,Yes,
5/31/2025 9:00:56,5/31/2025,9:00: AM,Cocoa,1.9,Yes,
,5/31/2025,9:00: PM,Cocoa,1.9,Yes,
5/31/2025 9:02:34,5/31/2025,9:02: AM,Patsy,0.4,Yes,
,5/31/2025,9:02: PM,Patsy,0.3,Yes,
6/1/2025 7:42:26,6/1/2025,7:42: AM,Missy,1.3,No,
,6/1/2025,7:42: PM,Missy,1.3,No,
6/1/2025 8:09:39,6/1/2025,8:09: AM,Cocoa,2.4,No,
,6/1/2025,8:09: PM,Cocoa,2.4,No,
6/1/2025 8:26:01,6/1/2025,8:26: AM,Katie,1.4,Yes,
,6/1/2025,8:26: PM,Katie,1.4,Yes,
6/1/2025 8:40:56,6/1/2025,8:40: AM,Patsy,0.3,No,
,6/1/2025,8:40: PM,Patsy,0.3,No,
6/2/2025 8:20:46,6/2/2025,8:20: AM,Katie,1.4,No,
,6/2/2025,8:20: PM,Katie,1.4,No,
6/2/2025 8:36:03,6/2/2025,8:36: AM,Missy,1.1,No,
,6/2/2025,8:36: PM,Missy,1.1,No,
6/2/2025 9:16:27,6/2/2025,9:16: AM,Patsy,0.4,No,
,6/2/2025,9:16: PM,Patsy,0.4,No,
6/17/2025 7:45:01,6/3/2025,9:05: AM,Cocoa,2.5,No,
,6/3/2025,9:05: PM,Cocoa,2.5,No,
6/3/2025 7:32:51,6/3/2025,7:32: AM,Katie,1.4,No,
,6/3/2025,7:32: PM,Katie,1.4,No,
6/3/2025 8:03:07,6/3/2025,8:03: AM,Cocoa,2.4,No,
,6/3/2025,8:03: PM,Cocoa,2.4,No,
6/3/2025 8:07:49,6/3/2025,8:07: AM,Missy,1.2,No,
,6/3/2025,8:07: PM,Missy,1.2,No,
6/3/2025 8:37:33,6/3/2025,8:37: AM,Patsy,0.3,No,
,6/3/2025,8:37: PM,Patsy,0.3,No,
6/4/2025 8:06:22,6/4/2025,8:06: AM,Missy,0.9,No,
,6/4/2025,8:06: PM,Missy,0.9,No,
6/4/2025 8:06:37,6/4/2025,8:06: AM,Katie,1.4,No,
,6/4/2025,8:06: PM,Katie,1.4,No,
6/4/2025 8:25:56,6/4/2025,8:25: AM,Cocoa,2.3,No,
,6/4/2025,8:25: PM,Cocoa,2.3,No,
6/4/2025 8:46:27,6/4/2025,8:46: AM,Patsy,0.3,No,
,6/4/2025,8:46: PM,Patsy,0.3,No,
6/5/2025 7:12:44,6/5/2025,7:12: AM,Missy,1.1,No,
,6/5/2025,7:12: PM,Missy,1.1,No,
6/5/2025 7:34:03,6/5/2025,7:34: AM,Katie,1.4,No,
,6/5/2025,7:34: PM,Katie,1.4,No,
6/5/2025 8:10:38,6/5/2025,8:10: AM,Patsy,0.4,No,
,6/5/2025,8:10: PM,Patsy,0.4,No,
6/5/2025 8:11:59,6/5/2025,8:11: AM,Cocoa,2.4,No,
,6/5/2025,8:11: PM,Cocoa,2.4,No,
6/6/2025 7:44:42,6/6/2025,7:44: AM,Missy,1.1,No,
,6/6/2025,7:44: PM,Missy,1.1,No,
6/6/2025 8:19:33,6/6/2025,8:19: AM,Katie,1.5,No,
,6/6/2025,8:19: PM,Katie,1.5,No,
6/6/2025 8:41:37,6/6/2025,8:41: AM,Cocoa,2.3,No,
,6/6/2025,8:41: PM,Cocoa,2.3,No,
6/7/2025 7:57:44,6/7/2025,7:55: AM,Missy,1.0,No,
6/7/2025 8:25:36,6/7/2025,8:23: AM,Cocoa,2.1,No,
6/7/2025 8:38:34,6/7/2025,8:38: AM,Katie,1.1,No,
,6/7/2025,7:55: PM,Missy,1.0,No,
,6/7/2025,8:23: PM,Cocoa,2.1,No,
,6/7/2025,8:38: PM,Katie,1.1,No,
6/8/2025 8:12:34,6/8/2025,8:10: AM,Missy,1.1,No,
